"latitude","longitude","site_name","sample_id","site_number","reporting_area","p450","sod","shell","ci1","ci2","ci3","weight_initial_g","weight_final_g","weight_change_g","length_mm","width_mm","height_mm","p450_quantile","sod_quantile","shell_quantile","length_mm_quantile","height_mm_quantile","width_mm_quantile","ci1_quantile","ci2_quantile","ci3_quantile","weight_initial_g_quantile","weight_final_g_quantile","weight_change_g_quantile","log2_p450","log2_sod","log2_shell","log2_length_mm","log2_height_mm","log2_width_mm","log2_ci1","log2_ci2","log2_ci3","log2_weight_initial_g","log2_weight_final_g","log2_weight_change_g"
48.52108,-122.61531,"N Avenue Park","212","62","7",5167150,5.692,0.89,42.34,0.675,0.062,13.928,4.527,9.401,53.44,20.27,20.5,"in","in","in","in","in","out","out","in","in","in","in","in",1.17351143113877,-1.1456144467826,0.553892493891908,-0.12563773942638,-0.0424735132959398,-0.448976555143056,0.340446421926707,-0.0601755150293986,0.1087062594425,-0.213992642501625,-0.0788325361068993,-0.274821866747643
48.52108,-122.61531,"N Avenue Park","213","62","7",9574142,0.0025,0.71,35.62,0.697,0.054,16.931,5.126,11.805,60.18,25.72,21.41,"in","in","in","in","in","in","in","in","in","in","in","in",2.0632858697068,-12.2984062984217,0.227906182430192,0.0457263594329052,0.0201873726967613,-0.105432001282007,0.0911126690207362,-0.0139043610991689,-0.0906025487809066,0.0676864354143841,0.100445635936839,0.0536900428833156
48.255358,-122.507014,"North Camano","303","7","8.1",8854710,0.0025,0.745,32.85,0.694,0.051,16.274,4.98,11.293,60.39,28.48,19.99,"in","in","in","in","in","in","in","in","in","in","in","in",1.95058772413579,-12.2984062984217,0.297327583387672,0.0507519257420642,-0.0788189509441206,0.0416265023564432,-0.0256814768711906,-0.0201273543893311,-0.17306470897288,0.0105881452075952,0.0587578996007047,-0.0102792078609835
48.255358,-122.507014,"North Camano","304","7","8.1",32449887,0.564,0.725,33.06,0.728,0.058,15.134,4.114,11.02,57.53,26.64,21.75,"out","in","in","in","in","in","in","in","in","in","in","in",3.82428421522556,-4.48078304091029,0.258068152940444,-0.0192432770161931,0.042917977934705,-0.0547285615386926,-0.0164881227885688,0.0488754332311044,0.0124909441831971,-0.0941874003604718,-0.216846048829805,-0.0455837747741693
48.255358,-122.507014,"North Camano","305","7","8.1",5141533,2.438,0.855,32.42,0.692,0.051,16.98,5.237,11.743,61.37,26.95,21.9,"in","in","in","in","in","in","in","in","in","in","in","in",1.16634124365004,-2.36885198268887,0.496011577811408,0.0739758362370786,0.0528334467997875,-0.038037370970087,-0.044690756563341,-0.0242909793308674,-0.17306470897288,0.0718557082876748,0.131352762094612,0.0460930240939178
48.255358,-122.507014,"North Camano","306","7","8.1",3249106,0.0025,0.745,31.44,0.693,0.049,11.732,3.606,8.126,54.79,25.89,18.22,"in","in","in","in","in","in","in","in","in","in","in","in",0.504185477427103,-12.2984062984217,0.297327583387672,-0.0896451435944523,-0.212574463886698,-0.0959276787098435,-0.0889736298222762,-0.0222076648303783,-0.230780206829167,-0.461531774395771,-0.406988445922397,-0.485090729001601
48.02218,-122.728709,"Oak Bay County Park","88","10","9",2227398,12.533,0.81,37.41,0.672,0.064,15.037,4.927,10.11,54.11,24.54,20.35,"in","in","in","in","in","in","in","in","in","in","in","in",-0.0404979665773791,-0.00689022263708268,0.418009065810135,-0.10766250591798,-0.0530686285351388,-0.17318739494705,0.161849118469944,-0.0666017841888315,0.154509949055625,-0.103463983909369,0.0433216289574448,-0.169925001442312
48.02218,-122.728709,"Oak Bay County Park","89","10","9",3074511,7.395,0.8,38.27,0.705,0.055,17.729,5.229,12.5,61.17,27.68,19.29,"in","in","in","in","in","in","in","in","in","in","in","in",0.424499634500014,-0.767999961322656,0.400087157812873,0.0692665288373209,-0.130244279639645,0.000521299026770054,0.194639053587613,0.00256024031856392,-0.0641303374197156,0.134130413059858,0.129147227492102,0.136220096204122
48.02218,-122.728709,"Oak Bay County Park","90","10","9",2424308,25.051,0.75,36.25,0.721,0.06,13.041,3.64,9.402,53.81,25.38,18.99,"in","out","in","in","in","in","in","in","in","in","in","in",0.0817156658932007,0.992246181127727,0.306977753421391,-0.115683440445658,-0.152857517539251,-0.124630574768849,0.116406147708777,0.0349362422732306,0.0614005446641433,-0.308926249153484,-0.39344939226868,-0.274668413038953
48.02218,-122.728709,"Oak Bay County Park","91","10","9",1614686,2.379,0.735,27.15,0.64,0.045,11.16,4.015,7.145,54.16,25.33,19.18,"in","in","in","in","in","in","out","in","in","in","in","in",-0.504603695583014,-2.40419483688395,0.277831407761875,-0.106330008325435,-0.138494702670617,-0.127475566897454,-0.300622649389159,-0.13699111208023,-0.3536369546147,-0.533643723436176,-0.251987854950062,-0.67070208224951
48.21423,-122.718972,"Penn Cove Reference","41","3","8.1",1820616,3.648,0.545,35.66,0.727,0.06,15.736,4.297,11.439,57.58,26.59,20.95,"in","in","in","in","in","in","in","in","in","in","in","in",-0.331430669417919,-1.78744437914434,-0.153656612297563,-0.0179899583369973,-0.0111471791020342,-0.0574388667522871,0.092731855544112,0.0468923469520024,0.0614005446641433,-0.0379118878741959,-0.1540580655808,0.00825293821458208
48.21423,-122.718972,"Penn Cove Reference","42","3","8.1",3013775,9.556,0.645,32.99,0.686,0.049,15.392,4.833,10.559,59.93,26.4,20.23,"in","in","in","in","in","in","in","in","in","in","in","in",0.395714379376544,-0.398143254852754,0.0893863183487644,0.0397206266699983,-0.0616011031304652,-0.0677847143641389,-0.0195460695159517,-0.0368544407947794,-0.230780206829167,-0.0698000463826843,0.0155311520729861,-0.107234789304547
48.21423,-122.718972,"Penn Cove Reference","43","3","8.1",956165,20.28,0.6,31.76,0.71,0.059,17.856,5.177,12.679,59.76,30.94,21.59,"in","in","in","in","in","in","in","in","in","in","in","in",-1.26052583146254,0.687435638581617,-0.0149503414659714,0.0356224008888054,0.032265820333757,0.161150552839081,-0.0743639349379248,0.0127560074244525,0.0371529984174661,0.144428181676462,0.114728475506188,0.156732965095935
48.21423,-122.718972,"Penn Cove Reference","44","3","8.1",3372681,16.888,0.635,33.35,0.692,0.062,15.636,4.818,10.818,55.94,26.75,21.68,"in","in","in","in","in","in","in","in","in","in","in","in",0.55803853564228,0.42337647003807,0.0668437496976759,-0.0596774934242401,0.0382673336651232,-0.0487837524340831,-0.0038880860089352,-0.0242909793308674,0.1087062594425,-0.0471092608634356,0.0110465508837318,-0.0722741960791914
47.2619,-122.7376,"Penrose Point State Park","9","50","13",7519523,2.458,0.955,42.25,0.66,0.117,18.242,6.199,12.043,46.86,28.2,21.57,"in","in","in","out","in","in","out","in","out","in","in","in",1.71478381361744,-2.35706519293642,0.655587890961259,-0.315200793037296,0.0309287534717058,0.0273725186762012,0.337376493976026,-0.0925969927217761,1.02487466863903,0.175283160473012,0.374647661290768,0.0824868241451854
47.2619,-122.7376,"Penrose Point State Park","10","50","13",2798616,4.845,0.81,20.85,0.643,0.05,11.143,3.983,7.16,52.15,28.83,22.84,"in","in","in","in","in","in","out","in","in","in","in","in",0.288856213316153,-1.37805344300664,0.418009065810135,-0.160890494493304,0.113465227674095,0.0592481928849518,-0.681527463748857,-0.130244279639645,-0.20163386116965,-0.535843052714291,-0.263532362990553,-0.66767650608107
47.2619,-122.7376,"Penrose Point State Park","11","50","13",9112235,7.438,0.855,21.76,0.694,0.046,14.388,4.402,9.986,60.21,31.36,24.3,"in","in","in","in","in","out","out","in","in","in","in","in",1.99194761990324,-0.759635360697099,0.496011577811408,0.0464453701833417,0.202858890804395,0.180602915505254,-0.619896290830543,-0.0201273543893311,-0.321928094887362,-0.167114686017346,-0.119228697463182,-0.187729186902597
47.2619,-122.7376,"Penrose Point State Park","12","50","13",10820981,2.951,0.81,20.43,0.709,0.046,13.61,3.954,9.656,59.56,32.33,24.54,"in","in","in","in","in","out","out","in","in","in","in","in",2.23990205668661,-2.09334618787708,0.418009065810135,0.0307860066816682,0.217037825974157,0.224550863516131,-0.710885643347655,0.0107226102719242,-0.321928094887362,-0.247313683761369,-0.274074971625531,-0.236210417477668
47.3062,-122.5145,"Point Defiance Ferry","110","43","11",2208901,4.647,0.79,35.53,0.718,0.05,14.624,4.124,10.5,59.56,27.63,17.96,"in","in","in","in","in","in","in","in","in","in","in","in",-0.0525285735363319,-1.43825046379836,0.381939811102613,0.0307860066816682,-0.233310072947601,-0.00208708179746303,0.0874628412503394,0.0289208268554595,-0.20163386116965,-0.143642775094656,-0.21334350998663,-0.115318670791842
47.3062,-122.5145,"Point Defiance Ferry","111","43","11",1482316,6.956,0.79,37.14,0.724,0.057,14.085,3.885,10.2,56.35,24.55,19.85,"in","in","in","in","in","in","in","in","in","in","in","in",-0.628004299970955,-0.856292176002499,0.381939811102613,-0.0491421368408483,-0.0889584156584279,-0.172599619407899,0.151398967854538,0.0409266801156134,-0.0126000367796333,-0.197821186890433,-0.299473244059666,-0.157138846486469
47.3062,-122.5145,"Point Defiance Ferry","112","43","11",2846056,3.17,0.87,38.27,0.7,0.053,12.598,3.782,8.816,54.89,23.83,17.61,"in","in","in","in","in","in","in","in","in","in","in","in",0.313106715110535,-1.99006726828232,0.521102558774238,-0.0870144079258739,-0.26170251385754,-0.215543692419684,0.194639053587613,-0.00770809513526313,-0.117569596381176,-0.358786034267389,-0.338238479404977,-0.367511869661532
47.3062,-122.5145,"Point Defiance Ferry","113","43","11",1927874,11.043,0.905,36.33,0.715,0.059,14.682,4.181,10.501,56.32,26.16,19.62,"in","in","in","in","in","in","in","in","in","in","in","in",-0.248846569533887,-0.189489858203869,0.578004950008716,-0.0499104132631344,-0.105772381469509,-0.0809601031118722,0.119586518334602,0.0228802246981597,0.0371529984174661,-0.13793224335218,-0.193539799310601,-0.115181277806558
48.12823,-123.45715,"Port Angeles Yacht Club","243","1","6",5418303,14.895,0.545,35.74,0.673,0.049,10.761,3.52,7.24,52.92,22.63,16.92,"in","in","in","in","in","in","in","in","in","in","in","in",1.24198373955599,0.242206109827806,-0.153656612297563,-0.139744685621755,-0.319367854568798,-0.290086059343062,0.095964786960608,-0.0644565123572748,-0.230780206829167,-0.586168599474045,-0.441812413830079,-0.651646396262122
48.12823,-123.45715,"Port Angeles Yacht Club","244","1","6",6195514,3.323,0.64,28.33,0.75,0.063,12.978,3.24,9.74,53.63,25.33,25.3,"in","in","in","in","out","in","in","in","in","in","in","in",1.43536664399709,-1.92206381561705,0.07815906292551,-0.120517493876832,0.261039961892924,-0.127475566897454,-0.239244245702784,0.0918275784156513,0.131789872555541,-0.315912679469591,-0.561394029582752,-0.223714321262985
48.12823,-123.45715,"Port Angeles Yacht Club","245","1","6",4874821,24.332,0.89,32.85,0.645,0.058,16.143,5.73,10.41,56.44,25.46,22.06,"in","out","in","in","in","in","in","in","in","in","in","in",1.08949191107841,0.950232895562918,0.553892493891908,-0.0468397593031676,0.0633353679026343,-0.120090224708597,-0.0256814768711906,-0.125763856656975,0.0124909441831971,-0.00107203797679597,0.261147296289528,-0.12773793004591
48.12823,-123.45715,"Port Angeles Yacht Club","246","1","6",2729240,0.0025,0.92,34.76,0.652,0.064,11.922,4.15,7.77,49.57,23.25,19.4,"in","in","in","in","in","in","in","in","in","in","in","in",0.252641931832859,-12.2984062984217,0.601721018982523,-0.234090488430105,-0.122040770614258,-0.251091927727199,0.0558532347335174,-0.110191052736514,0.154509949055625,-0.4383544721819,-0.204276506233089,-0.549721494937617
48.12823,-123.45715,"Port Angeles Yacht Club","247","1","6",12351982,3.679,0.99,38.59,0.695,0.063,20.625,6.3,14.33,61.03,26.56,22.9,"in","in","in","in","in","in","in","in","in","in","in","in",2.43081331622274,-1.77523643233611,0.70751568300512,0.0659608431729592,0.117250175295558,-0.05906749726303,0.206652196460372,-0.0180500393567223,0.131789872555541,0.352413368755177,0.397963985919902,0.333330610916819
48.12823,-123.45715,"Port Angeles Yacht Club","248","1","6",2439233,1.758,0.82,35.1,0.717,0.058,16.729,4.73,12,58.99,27.56,21.03,"in","in","in","in","in","in","in","in","in","in","in","in",0.0905702395780954,-2.84061503816568,0.435711067543594,0.0169126619281688,-0.00564857295696868,-0.0057467559056634,0.0698961831110404,0.0269101017343128,0.0124909441831971,0.0503704581824559,-0.0155476591279811,0.077326407150554
47.38566,-122.627255,"Purdy, Dexters","145","57","13",5961110,0.0025,0.805,32.77,0.677,0.047,14.067,4.541,9.526,58.56,26.46,18.76,"in","in","in","in","in","in","in","in","in","in","in","in",1.37972366150939,-12.2984062984217,0.409075941040127,0.00635780638361086,-0.170437595173372,-0.0645095823312779,-0.0291991745381226,-0.0559071833925951,-0.290901199266738,-0.199666065710749,-0.0743778059304046,-0.255765544868667
47.38566,-122.627255,"Purdy, Dexters","146","57","13",5111771,0.0025,0.88,31.52,0.664,0.05,11.468,3.851,7.618,53.29,23.38,19.4,"in","in","in","in","in","in","in","in","in","in","in","in",1.15796587305774,-12.2984062984217,0.537590681562807,-0.129692914140397,-0.122040770614258,-0.243047714078298,-0.0853073126245064,-0.0838797756206671,-0.20163386116965,-0.494366940912203,-0.312154719557753,-0.578223805669349
47.38566,-122.627255,"Purdy, Dexters","147","57","13",3923933,0.0025,0.96,35.72,0.677,0.046,14.951,4.825,10.126,60.38,23.89,19.65,"in","in","in","in","in","in","in","in","in","in","in","in",0.776443074165882,-12.2984062984217,0.663121563646666,0.0505130096131934,-0.103568110542779,-0.211915790153622,0.09515723304034,-0.0559071833925951,-0.321928094887362,-0.111738768066694,0.0131410996880663,-0.167643609322878
47.38566,-122.627255,"Purdy, Dexters","148","57","13",3318363,7.036,0.73,35.08,0.698,0.053,17.36,5.238,12.122,61.03,29.32,19.31,"in","in","in","in","in","in","in","in","in","in","in","in",0.53461437918519,-0.839794625837125,0.267983621805527,0.0659608431729592,-0.128749258738098,0.0835624595238571,0.0690739003638504,-0.0118359807579397,-0.117569596381176,0.103786197179115,0.131628216995857,0.0919197489757657
47.386977,-122.6367089,"Purdy, Burley Lagoon","74","47","13",3561414,12.064,1.195,32.31,0.667,0.056,22.609,7.535,15.075,64.64,29.68,24.32,"in","in","out","in","in","in","in","in","in","out","out","in",0.636592818914942,-0.061913680040422,0.979025870906259,0.148869450851363,0.204045805754837,0.101168448010849,-0.0495940968155188,-0.0773762557830068,-0.0381351288867709,0.484916432244867,0.656219669130448,0.40645000344212
47.386977,-122.6367089,"Purdy, Burley Lagoon","75","47","13",4065347,13.017,0.705,31.16,0.7,0.043,9.704,2.91,6.793,53.9,21.64,18.69,"in","in","in","in","in","in","in","in","in","in","in","in",0.827521165601119,0.0477749782288121,0.217710415324304,-0.113272474260564,-0.17583085394359,-0.354622144783139,-0.101879614019213,-0.00770809513526313,-0.419225296242277,-0.735329295032216,-0.716368689559093,-0.743587239384326
47.386977,-122.6367089,"Purdy, Burley Lagoon","76","47","13",1243698,9.53,0.83,31.79,0.711,0.052,15.609,4.514,11.096,59.82,30.47,19.15,"in","in","in","in","in","in","in","in","in","in","in","in",-0.881221127315635,-0.402073894511782,0.453198494272435,0.0370701632189203,-0.140753030876429,0.139066856076531,-0.0730018309429066,0.0147865426518232,-0.145050332803283,-0.0496026374548775,-0.0829814241629027,-0.0356683059090865
47.386977,-122.6367089,"Purdy, Burley Lagoon","77","47","13",6878481,5.59,0.93,36.34,0.695,0.061,18.299,5.587,12.711,59.38,27.08,21.75,"in","in","in","in","in","in","in","in","in","in","in","in",1.58623267049381,-1.17170182557853,0.617317874033541,0.0264193460862239,0.042917977934705,-0.031094905034958,0.119983572153233,-0.0180500393567223,0.0852472866185112,0.179784059957395,0.22468597759929,0.160369535852357
47.32598,-122.66724,"Raft Island Park","218","53","13",6066971,0.0025,0.58,37.34,0.754,0.055,13.763,3.391,10.372,57.42,25.21,19.19,"in","in","in","in","in","in","in","in","in","in","in","in",1.40511908132512,-12.2984062984217,-0.0638599419469178,-0.0220044166932499,-0.137742711493368,-0.134326525751415,0.15914708014532,0.0995015063010724,-0.0641303374197156,-0.231185773776956,-0.495677058329308,-0.133013887379395
47.32598,-122.66724,"Raft Island Park","219","53","13",6061146,2.855,0.595,33.24,0.679,0.048,10.6,3.408,7.192,52.94,24.36,16.78,"in","in","in","in","in","in","in","in","in","in","in","in",1.40373326038369,-2.14105936305888,-0.0270231737665464,-0.139199552405033,-0.331354707248925,-0.183808510703622,-0.008654465310538,-0.05165144272286,-0.260527550223219,-0.607916485814802,-0.4884625071289,-0.661243072718242
47.32598,-122.66724,"Raft Island Park","220","53","13",3033147,11.029,0.805,34.07,0.731,0.052,14.213,3.824,10.389,58.28,25.86,20.23,"in","in","in","in","in","in","in","in","in","in","in","in",0.404958085163953,-0.191320026134378,0.409075941040127,-0.000556869835919091,-0.0616011031304652,-0.0976003687997005,0.0269271000154638,0.0548083889848454,-0.145050332803283,-0.18476964793556,-0.32230531937399,-0.130651205314305
47.32598,-122.66724,"Raft Island Park","221","53","13",1581059,1.226,0.635,37.52,0.734,0.055,15.072,4.004,11.069,58.52,26.34,19.14,"in","in","in","in","in","in","in","in","in","in","in","in",-0.534966128602668,-3.3605911296183,0.0668437496976759,0.00537202223805513,-0.141506593202723,-0.0710672983534404,0.166084980434494,0.0607170458756208,-0.0641303374197156,-0.100109880539943,-0.255945868518745,-0.0391831072057973
47.346537,-122.82236,"Reach Island","273","39","13",7180438,7.636,0.655,30.13,0.643,0.053,11.315,4.035,7.28,51.47,25.12,18.69,"in","in","in","in","in","in","in","in","in","in","in","in",1.64821451577144,-0.721733005905149,0.11158206446296,-0.179825964693897,-0.17583085394359,-0.139486179718328,-0.15037417448642,-0.130244279639645,-0.117569596381176,-0.513744165998471,-0.244819169189596,-0.643697643146631
47.346537,-122.82236,"Reach Island","274","39","13",7550633,0.367,0.85,33.57,0.7,0.057,19.066,5.711,13.355,61.54,28.17,22.95,"in","in","in","in","in","in","in","in","in","in","in","in",1.72074026243956,-5.10069814046587,0.487549999063212,0.0779666964331132,0.120396730612422,0.0258369197649761,0.00559768961666755,-0.00770809513526313,-0.0126000367796333,0.239021450914776,0.256355541901609,0.231671977289783
47.346537,-122.82236,"Reach Island","275","39","13",1944973,0.028,0.765,34.22,0.67,0.057,13,4.294,8.706,53.4,23.74,20.07,"in","in","in","in","in","in","in","in","in","in","in","in",-0.236107206065404,-8.81297947125148,0.335546905618162,-0.126718005325516,-0.073056806326131,-0.221002708968048,0.0332649124085306,-0.070901921622457,-0.0126000367796333,-0.313469127349547,-0.155065651495966,-0.385626073444789
47.346537,-122.82236,"Reach Island","276","39","13",6208336,10.304,0.81,31.26,0.653,0.049,13.152,4.562,8.59,56.07,24.94,19.65,"in","in","in","in","in","in","in","in","in","in","in","in",1.4383493054132,-0.289417515194469,0.418009065810135,-0.0563286774341174,-0.103568110542779,-0.149861178780285,-0.0972570690812181,-0.107980025421161,-0.230780206829167,-0.296698546471043,-0.0677213960426013,-0.404977962206863
47.578117,-122.524833,"Rich Passage","170","32","10",1476766,3.506,0.9,35.28,0.717,0.054,15.656,4.426,11.231,59.07,27.71,19.45,"in","in","in","in","in","in","in","in","in","in","in","in",-0.633416091104779,-1.84472411254955,0.570012159255185,0.0188678647222782,-0.118327267815194,0.00208406687146218,0.0772757134766378,0.0269101017343128,-0.0906025487809066,-0.0452650895259223,-0.111384391553727,-0.0182216087175906
47.578117,-122.524833,"Rich Passage","171","32","10",11738656,2.631,0.83,34.79,0.694,0.053,11.36,3.473,7.888,52.98,23.01,18.6,"in","in","in","in","in","in","in","in","in","in","in","in",2.35733799955389,-2.2589388601432,0.453198494272435,-0.13810990353081,-0.182794801693354,-0.266061660385865,0.0570978315390076,-0.0201273543893311,-0.117569596381176,-0.508017915760682,-0.461205431972647,-0.527976541854778
47.578117,-122.524833,"Rich Passage","172","32","10",2880897,1.143,0.745,33.57,0.723,0.058,13.314,3.693,9.62,54.84,25.64,20.38,"in","in","in","in","in","in","in","in","in","in","in","in",0.330660747091046,-3.46172470509461,0.297327583387672,-0.0883291761212058,-0.0509433715229344,-0.109926381991214,0.00559768961666755,0.0389326299835258,0.0124909441831971,-0.279036677234559,-0.372594580149125,-0.241599199575285
47.578117,-122.524833,"Rich Passage","173","32","10",4148180,1.999,0.765,34.97,0.715,0.049,11.501,3.273,8.228,55.07,24.37,17.53,"in","in","in","in","in","in","in","in","in","in","in","in",0.856621163679764,-2.65527163656446,0.335546905618162,-0.0822911387495534,-0.26827142692921,-0.183216392886614,0.0645429486168335,0.0228802246981597,-0.230780206829167,-0.490221443145048,-0.546774240309975,-0.467094299707755
47.60255,-122.66992,"Rocky Point","295","27","10",25070825,15.435,0.695,33.6,0.705,0.065,12.712,3.752,8.96,51.6,25.56,20.22,"out","in","in","in","in","in","in","in","in","in","in","in",3.45208023227284,0.293583469193401,0.197100135649017,-0.176186681589815,-0.0623144257857337,-0.11443480766296,0.00688638558524008,0.00256024031856392,0.176877762084079,-0.345789720804207,-0.349728014839362,-0.344137361287723
47.60255,-122.66992,"Rocky Point","296","27","10",1980531,7.396,0.595,33.77,0.711,0.062,12.272,3.544,8.728,51.99,24.36,20.41,"in","in","in","in","in","in","in","in","in","in","in","in",-0.209970050995843,-0.76780488390489,-0.0270231737665464,-0.165323592019106,-0.048821240656029,-0.183808510703622,0.014167331926594,0.0147865426518232,0.1087062594425,-0.396610362649793,-0.432009238799721,-0.381984991909082
47.60255,-122.66992,"Rocky Point","297","27","10",7956123,14.146,0.745,32.6,0.706,0.059,15.367,4.525,10.842,56.77,26.62,22.01,"in","in","in","in","in","in","in","in","in","in","in","in",1.79620824609934,0.167772152656158,0.297327583387672,-0.0384290056255545,0.0600617222028093,-0.0558120726980629,-0.0367028829624428,0.0046051663035884,0.0371529984174661,-0.0721452061059657,-0.0794700504968086,-0.0690770866469334
47.60255,-122.66992,"Rocky Point","298","27","10",2871726,2.605,0.72,35.44,0.735,0.06,13.406,3.557,9.848,54.64,26.28,19.35,"in","in","in","in","in","in","in","in","in","in","in","in",0.326060769853139,-2.27326673614322,0.248084064367822,-0.0936002636103412,-0.125763856656975,-0.0743573682876251,0.0838037564741354,0.0626812327561348,0.0614005446641433,-0.26910191164597,-0.426726868292889,-0.207805331748232
48.02667,-122.75076,"South of Skunk Island","13","9","9",2931739,8.989,0.815,32.3,0.716,0.056,11.037,3.136,7.901,51.91,24.96,18.88,"in","in","in","in","in","in","in","in","in","in","in","in",0.355899338301235,-0.486389479590894,0.426887217156588,-0.167545259508603,-0.161238658326907,-0.148704709747706,-0.0500406824995955,0.0248965702966644,-0.0381351288867709,-0.549632668458595,-0.60846228323953,-0.525600832212662
48.02667,-122.75076,"South of Skunk Island","14","9","9",8066086,8.102,0.855,35.68,0.683,0.059,14.671,4.645,10.026,55.51,25.49,19.86,"in","in","in","in","in","in","in","in","in","in","in","in",1.81601145372264,-0.63627202362265,0.496011577811408,-0.0708100541388493,-0.0882318001603744,-0.118391270587753,0.0935407678394222,-0.0431774386775013,0.0371529984174661,-0.139013539723432,-0.0417092460847237,-0.181961859450345
48.02667,-122.75076,"South of Skunk Island","15","9","9",5473914,0.978,0.78,33.67,0.709,0.061,15.33,4.466,10.864,56.41,26.58,21.52,"in","in","in","in","in","in","in","in","in","in","in","in",1.25671543486507,-3.68664373835685,0.363561281787758,-0.0476068102955687,0.0275806548678759,-0.0579815393337803,0.00988887374676358,0.0107226102719242,0.0852472866185112,-0.0756230536065862,-0.0984045915322653,-0.0661526139879574
48.02667,-122.75076,"South of Skunk Island","16","9","9",1279970,22.376,0.695,34.03,0.735,0.058,11.752,3.118,8.634,53.03,24.84,19.26,"in","in","in","in","in","in","in","in","in","in","in","in",-0.839747337344762,0.829330145167105,0.197100135649017,-0.136748998759686,-0.132489719845289,-0.155657470389473,0.0252323038841258,0.0626812327561348,0.0124909441831971,-0.459074449596446,-0.616766914656954,-0.397607000771235
47.6663,-122.4018,"Salmon Bay, Commodore Park","287","16","10",5250262,5.874,0.67,33.32,0.743,0.058,16.368,4.201,12.167,59.33,28.83,21.35,"in","in","in","in","in","in","in","in","in","in","in","in",1.19653208432607,-1.10020684298424,0.144248253383283,0.0252040355595599,0.0161386468191047,0.0592481928849518,-0.00518644671533495,0.0782991935710044,0.0124909441831971,0.0188972995926023,-0.186655056868221,0.0972654899383494
47.6663,-122.4018,"Salmon Bay, Commodore Park","288","16","10",6062837,4.592,0.795,34.3,0.705,0.062,14.959,4.41,10.549,55.44,26.94,20.59,"in","in","in","in","in","in","in","in","in","in","in","in",1.404135701946,-1.4554274666334,0.391042018209866,-0.072630489763218,-0.0361535930564941,-0.0385727931476515,0.036633728979292,0.00256024031856392,0.1087062594425,-0.110967015435311,-0.116609186909856,-0.108601754577261
47.6663,-122.4018,"Salmon Bay, Commodore Park","289","16","10",1817199,1.33,0.725,35.21,0.69,0.054,15.863,4.923,10.94,58.86,27.03,19.53,"in","in","in","in","in","in","in","in","in","in","in","in",-0.334140917412672,-3.24312386292053,0.258068152940444,0.0137297950399633,-0.112405473801956,-0.0337611320752598,0.0744103797822487,-0.0284666553020606,-0.0906025487809066,-0.0263151122325975,0.04214989688013,-0.0560952605527704
47.6663,-122.4018,"Salmon Bay, Commodore Park","290","16","10",4648412,3.381,0.64,34.77,0.735,0.055,14.878,3.942,10.936,58.4,26.07,20.66,"in","in","in","in","in","in","in","in","in","in","in","in",1.02088060995204,-1.89710009241571,0.07815906292551,0.0024106218669478,-0.0312571688236886,-0.0859320610743984,0.0562682196467455,0.0626812327561348,-0.0641303374197156,-0.118800147813904,-0.278460066311253,-0.0566228506266292
47.29464,-122.53053,"Salmon Beach","123","40","11",917068,0.0025,0.935,32.11,0.684,0.065,16.972,5.364,11.608,56.34,30.2,21.25,"in","in","in","in","in","in","in","in","in","in","in","in",-1.32075671620388,-12.2984062984217,0.625053522813147,-0.0493981835255009,0.00936541822367837,0.126225905602486,-0.0585521823551128,-0.0410666920816939,0.176877762084079,0.0711758331380103,0.165921394549735,0.0294114258340551
47.29464,-122.53053,"Salmon Beach","124","40","11",2352820,12.933,0.685,34.43,0.677,0.055,10.64,3.439,7.202,50.89,22.22,18.5,"in","in","in","in","in","in","in","in","in","in","in","in",0.0385336189203955,0.0384349545905624,0.176191145886037,-0.196175555923233,-0.190572152285074,-0.316463827220863,0.0420913334890328,-0.0559071833925951,-0.0641303374197156,-0.602482599764174,-0.475398726827948,-0.659238494042409
47.29464,-122.53053,"Salmon Beach","125","40","11",3651552,8.918,0.8,34.14,0.686,0.054,11.012,3.454,7.557,51.9,23.67,18.02,"in","in","in","in","in","in","in","in","in","in","in","in",0.672652441438,-0.497829908995182,0.400087157812873,-0.167823208655189,-0.22849841187521,-0.22526293787534,0.0298882109468556,-0.0368544407947794,-0.0906025487809066,-0.552904235557165,-0.469119759825815,-0.589822470777292
47.29464,-122.53053,"Salmon Beach","126","40","11",1382918,7.345,1.035,33.36,0.689,0.042,12.824,3.99,8.835,59.3,22.35,19.98,"in","in","in","in","in","in","in","in","in","in","in","in",-0.72814171945861,-0.777787617865444,0.771646020424835,0.0244743575329341,-0.0795408398963299,-0.308047812539275,-0.00345555863621908,-0.0305590342633006,-0.453172628165615,-0.333134419998178,-0.260999096245031,-0.36440595879371
47.607,-122.342,"Seattle Aquarium, Pier 59","78","17","10",2711672,51.083,0.755,34.77,0.703,0.05,11.15,3.316,7.834,53.87,23.98,17.44,"in","out","in","in","in","in","in","in","in","in","in","in",0.243325348672243,2.02022124029491,0.316563802250589,-0.114075682061336,-0.275697382911822,-0.206490985195731,0.0562682196467455,-0.00153832789505672,-0.20163386116965,-0.534937040457697,-0.527943835858988,-0.537886965281943
