"Group1","Group2","Z","P.unadj","P.adj","Significant"
"Manchester, Stormwater Outfall","Squaxin Island",-0.34293157739007,0.7316,0.946,"No"
"Broad Spit","Everett Harbor",-0.340971968376413,0.7331,0.9461,"No"
"Hood Canal Holly","Smith Cove, Terminal 91",-0.320565522120311,0.7485,0.9461,"No"
"Silverdale, Dyes Inlet","Squaxin Island",-0.323335487253495,0.7464,0.9461,"No"
"Chimacum Creek delta","Penn Cove Reference",-0.321375878239837,0.7479,0.9462,"No"
"Kitsap St Boat Launch","Reach Island",0.329214314294467,0.742,0.9462,"No"
"Blair Waterway","Cherry Point Aquatic Reserve, Conoco Phillips",-0.337052750349097,0.7361,0.9463,"No"
"Eld Inlet","Elliott Bay, Harbor Island, Pier 17",-0.31941626922618,0.7494,0.9463,"No"
"Edmonds Marina","Skiff Point",0.32725470528081,0.7435,0.9463,"No"
"Eld Inlet","Friday Harbor",-0.33875992009161,0.7348,0.9464,"No"
"Aiston Preserve","Reach Island",0.325295096267152,0.745,0.9464,"No"
"Commencement Bay Skookum","Kitsap St Boat Launch",-0.333133532321782,0.739,0.9465,"No"
"Rocky Point","Silverdale, Dyes Inlet",-0.340971968376413,0.7331,0.9465,"No"
"Reach Island","West Bay Park",-0.323335487253495,0.7464,0.9465,"No"
"Cap Sante","Discovery Bay",0.339012359362755,0.7346,0.9466,"No"
"Manchester, Stormwater Outfall","Rocky Point",0.321375878239837,0.7479,0.9466,"No"
"Broad Spit","Donkey Creek Delta",-0.337052750349097,0.7361,0.9467,"No"
"Manchester, Stormwater Outfall","Rich Passage",-0.329214314294467,0.742,0.9467,"No"
"Cherry Point Aquatic Reserve, Conoco Phillips","Kopachuck State Park",0.33509314133544,0.7376,0.9468,"No"
"Raft Island Park","Smith Cove, Terminal 91",0.31941626922618,0.7494,0.9468,"No"
"Commencement Bay Skookum","West Bay Park",-0.32725470528081,0.7435,0.9468,"No"
"Aiston Preserve","Mukilteo",0.333133532321782,0.739,0.9469,"No"
"Aiston Preserve","Tulalip Reservation",0.325295096267152,0.745,0.9469,"No"
"Purdy, Burley Lagoon","Salmon Beach",-0.331173923308125,0.7405,0.947,"No"
"Donkey Creek Delta","South of Skunk Island",0.340971968376413,0.7331,0.947,"No"
"Tulalip Reservation","West Bay Park",-0.323335487253495,0.7464,0.947,"No"
"Brackenwood Lane","Elliot Bay Myrtle Edwards",-0.318103827403097,0.7504,0.9471,"No"
"Elliott Bay, Harbor Island, Pier 17","Minter Bay",-0.339012359362755,0.7346,0.9471,"No"
"Kopachuck State Park","Skiff Point",0.329214314294467,0.742,0.9471,"No"
"Cherry Point Aquatic Reserve, Conoco Phillips","Edmonds Marina",0.337052750349097,0.7361,0.9472,"No"
"Filucy Bay","Silverdale, Dyes Inlet",0.33509314133544,0.7376,0.9473,"No"
"Tulalip Bay","Williams Olson Park",0.3234277142821,0.7464,0.9473,"No"
"Broad Spit","Penn Cove Reference",0.333133532321782,0.739,0.9474,"No"
"Chuckanut, Clark's Point","Silverdale, Dyes Inlet",-0.331173923308125,0.7405,0.9475,"No"
"Raft Island Park","Squaxin Island",0.339012359362755,0.7346,0.9475,"No"
"Kitsap St Boat Launch","Mukilteo",0.337052750349097,0.7361,0.9476,"No"
"Miller Creek","South of Skunk Island",0.329214314294467,0.742,0.9476,"No"
"N Avenue Park","Three Tree Point",0.33509314133544,0.7376,0.9477,"No"
"Locust Beach","Salmon Beach",-0.333133532321782,0.739,0.9478,"No"
"Mukilteo","West Bay Park",-0.331173923308125,0.7405,0.9479,"No"
"Penn Cove Reference","South of Skunk Island",-0.329214314294467,0.742,0.948,"No"
"Salmon Bay, Commodore Park","Williams Olson Park",0.333133532321782,0.739,0.9483,"No"
"Kitsap St Boat Launch","Tulalip Reservation",0.329214314294467,0.742,0.9485,"No"
"Commencement Bay, Dick Gilmur Launch","Manchester, Stormwater Outfall",0.315497051198864,0.7524,0.9487,"No"
"Hood Canal Holly","Williams Olson Park",0.314841137796735,0.7529,0.9489,"No"
"Salmon Beach","Williams Olson Park",-0.315497051198864,0.7524,0.9492,"No"
"Chuckanut, Clark's Point","Manchester, Stormwater Outfall",-0.311577833171549,0.7554,0.9503,"No"
"Purdy, Dexters","Silverdale, Dyes Inlet",-0.309618224157892,0.7569,0.9504,"No"
"Everett Harbor","Williams Olson Park",0.311577833171549,0.7554,0.9507,"No"
"Filucy Bay","Hood Canal Holly",0.311978945634946,0.7551,0.9508,"No"
"Rich Passage","Silverdale, Dyes Inlet",0.309618224157892,0.7569,0.9508,"No"
"Donkey Creek Delta","Williams Olson Park",0.307658615144234,0.7583,0.9509,"No"
"Smith Cove, Terminal 91","Tulalip Bay",0.311978945634946,0.7551,0.9512,"No"
"Blair Waterway","Maristone Island",0.307685657392263,0.7583,0.9513,"No"
"Cap Sante","South of Skunk Island",0.309618224157892,0.7569,0.9513,"No"
"Kopachuck State Park","Maristone Island",0.309832301513604,0.7567,0.9515,"No"
"Edmonds Marina","Maristone Island",0.307685657392263,0.7583,0.9518,"No"
"Broad Spit","Cap Sante",-0.305699006130577,0.7598,0.9519,"No"
"Cherry Point Aquatic Reserve, Conoco Phillips","Friday Harbor",0.30571017178999,0.7598,0.9523,"No"
"Filucy Bay","Tulalip Bay",0.30339236914958,0.7616,0.9528,"No"
"Eastsound, Fishing Bay","Purdy, Burley Lagoon",-0.303739397116919,0.7613,0.9529,"No"
"Cap Sante","Smith Cove, Terminal 91",-0.303739397116919,0.7613,0.9533,"No"
"Eastsound, Fishing Bay","Locust Beach",-0.301779788103262,0.7628,0.9539,"No"
"Discovery Bay","Penn Cove Reference",0.299820179089604,0.7643,0.9549,"No"
"Hood Canal Holly","Squaxin Island",-0.299099080906898,0.7649,0.9551,"No"
"Discovery Bay","Silverdale, Dyes Inlet",-0.299820179089604,0.7643,0.9553,"No"
"Cap Sante","Filucy Bay",-0.295900961062289,0.7673,0.9564,"No"
"Donkey Creek Delta","Filucy Bay",-0.264547216843768,0.7914,0.9564,"No"
"Friday Harbor","Rocky Point",0.295382125445733,0.7677,0.9564,"No"
"Chambers Bay Park","Commencement Bay Skookum",-0.268466434871083,0.7883,0.9566,"No"
"Chimacum Creek delta","Eastsound, Fishing Bay",0.266506825857426,0.7898,0.9567,"No"
"Commencement Bay, Dick Gilmur Launch","Tulalip Bay",0.260459486722753,0.7945,0.9567,"No"
"Manchester, Stormwater Outfall","Minter Bay",-0.295900961062289,0.7673,0.9568,"No"
"Chambers Bay Park","Mukilteo",-0.264547216843768,0.7914,0.9568,"No"
"Chambers Bay Park","Reach Island",-0.272385652898399,0.7853,0.9568,"No"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Maple Hollow Park",0.293941352048631,0.7688,0.9569,"No"
"Locust Beach","Reach Island",0.270426043884741,0.7868,0.9569,"No"
"Jamestown","Squaxin Island",-0.267614967127224,0.789,0.9569,"No"
"Chuckanut, Clark's Point","Elliott Bay, Harbor Island, Pier 17",-0.268466434871083,0.7883,0.957,"No"
"Blair Waterway","Eld Inlet",0.274345261912056,0.7838,0.9571,"No"
"Friday Harbor","Purdy, Dexters",0.262332377144113,0.7931,0.9571,"No"
"North Camano","Shilshole Bay",-0.266506825857426,0.7898,0.9571,"No"
"Thea Foss Waterway","Tulalip Bay",-0.263310542402371,0.7923,0.9571,"No"
"Purdy, Burley Lagoon","Reach Island",0.272385652898399,0.7853,0.9572,"No"
"Arroyo Beach","Shilshole Bay",0.260459486722753,0.7945,0.9572,"No"
"Miller Creek","Squaxin Island",-0.264547216843768,0.7914,0.9572,"No"
"Kopachuck State Park","Port Angeles Yacht Club",-0.262606130844094,0.7929,0.9573,"No"
"Cap Sante","Rich Passage",-0.270426043884741,0.7868,0.9573,"No"
"Commencement Bay, Dick Gilmur Launch","Silverdale, Dyes Inlet",0.295900961062289,0.7673,0.9573,"No"
"Eagle Harbor Dr","Edmonds Ferry",0.260627998816453,0.7944,0.9574,"No"
"Chuckanut, Clark's Point","Penn Cove Reference",0.268466434871083,0.7883,0.9574,"No"
"Brackenwood Lane","Three Tree Point",-0.293941352048631,0.7688,0.9574,"No"
"Edmonds Marina","Eld Inlet",0.274345261912056,0.7838,0.9575,"No"
"Blair Waterway","Port Angeles Yacht Club",-0.264752774965436,0.7912,0.9575,"No"
"Broad Spit","Silverdale, Dyes Inlet",-0.266506825857426,0.7898,0.9575,"No"
"Donkey Creek Delta","Smith Cove, Terminal 91",-0.272385652898399,0.7853,0.9576,"No"
"Commencement Bay, Dick Gilmur Launch","Hood Canal Holly",0.269046063208118,0.7879,0.9577,"No"
"Silverdale, Dyes Inlet","South of Skunk Island",0.270426043884741,0.7868,0.9577,"No"
"Miller Creek","Williams Olson Park",0.295900961062289,0.7673,0.9577,"No"
"Maristone Island","Thea Foss Waterway",-0.258428771048445,0.7961,0.9578,"No"
"Everett Harbor","Filucy Bay",-0.260627998816453,0.7944,0.9579,"No"
"Brackenwood Lane","Kopachuck State Park",0.276304870925714,0.7823,0.9579,"No"
"Edmonds Marina","Port Angeles Yacht Club",-0.264752774965436,0.7912,0.9579,"No"
"Everett Harbor","Smith Cove, Terminal 91",-0.268466434871083,0.7883,0.9579,"No"
"Commencement Bay Skookum","Locust Beach",-0.274345261912056,0.7838,0.958,"No"
"Penn Cove Reference","Rocky Point",-0.258668389802796,0.7959,0.958,"No"
"Chambers Bay Park","Tulalip Reservation",-0.272385652898399,0.7853,0.9581,"No"
"Rich Passage","Tulalip Bay",0.275485995572142,0.7829,0.9582,"No"
"Locust Beach","Tulalip Reservation",0.270426043884741,0.7868,0.9582,"No"
"Eld Inlet","Kopachuck State Park",-0.276304870925714,0.7823,0.9583,"No"
"Browns Point Lighthouse","Meyer's Point, Henderson Inlet",0.260627998816453,0.7944,0.9583,"No"
"Cherry Point Aquatic Reserve, Conoco Phillips","Elliott Bay, Harbor Island, Pier 17",0.291981743034974,0.7703,0.9584,"No"
"Blair Waterway Two","Mukilteo",-0.274345261912056,0.7838,0.9584,"No"
"Purdy, Burley Lagoon","Tulalip Reservation",0.272385652898399,0.7853,0.9585,"No"
"Filucy Bay","Miller Creek",0.276304870925714,0.7823,0.9587,"No"
"Kitsap St Boat Launch","Salmon Beach",-0.274345261912056,0.7838,0.9588,"No"
"Cap Sante","Commencement Bay, Dick Gilmur Launch",-0.256708780789138,0.7974,0.9589,"No"
"Manchester, Stormwater Outfall","Purdy, Dexters",0.290022134021316,0.7718,0.9589,"No"
"Cherry Point Aquatic Reserve, Conoco Phillips","Elliot Bay Myrtle Edwards",-0.256135549337559,0.7978,0.959,"No"
"Cherry Point Aquatic Reserve, Conoco Phillips","Manchester, Stormwater Outfall",0.248870344734508,0.8035,0.959,"No"
"Blair Waterway","Brackenwood Lane",-0.278264479939371,0.7808,0.9591,"No"
"Broad Spit","Manchester, Stormwater Outfall",-0.24691073572085,0.805,0.9591,"No"
"Commencement Bay Skookum","Purdy, Burley Lagoon",-0.276304870925714,0.7823,0.9592,"No"
"Salmon Bay, Commodore Park","Thea Foss Waterway",0.277617885733612,0.7813,0.9592,"No"
"Penn Cove Reference","Purdy, Dexters",-0.290022134021316,0.7718,0.9593,"No"
"Jamestown","Smith Cove, Terminal 91",-0.289081408340638,0.7725,0.9593,"No"
"Donkey Creek Delta","Thea Foss Waterway",0.250764965238546,0.802,0.9593,"No"
"Squaxin Island","Tulalip Bay",0.290512504421532,0.7714,0.9593,"No"
"Everett Harbor","Squaxin Island",-0.248870344734508,0.8035,0.9594,"No"
"Blair Waterway Two","Commencement Bay Skookum",-0.278264479939371,0.7808,0.9595,"No"
"Elliott Bay, Harbor Island, Pier 17","Purdy, Dexters",0.24691073572085,0.805,0.9595,"No"
"Minter Bay","Silverdale, Dyes Inlet",0.276304870925714,0.7823,0.9596,"No"
"Blair Waterway Two","Eastsound, Fishing Bay",-0.250829953748166,0.8019,0.9597,"No"
"Hood Canal Holly","Minter Bay",-0.247579621994705,0.8045,0.9597,"No"
"Elliot Bay Myrtle Edwards","Oak Bay County Park",-0.254069940068708,0.7994,0.9597,"No"
"Hood Canal Holly","Rich Passage",-0.284072572057508,0.7764,0.9597,"No"
"Skiff Point","Thea Foss Waterway",-0.282162226125085,0.7778,0.9597,"No"
"Discovery Bay","Manchester, Stormwater Outfall",-0.280224088953029,0.7793,0.9598,"No"
"Jamestown","Rich Passage",-0.252588458277835,0.8006,0.9598,"No"
"Salmon Beach","Suquamish Stormwater Outfall",0.248870344734508,0.8035,0.9598,"No"
"Everett Harbor","Thea Foss Waterway",0.254896183776248,0.7988,0.9598,"No"
"Brackenwood Lane","Edmonds Marina",0.278264479939371,0.7808,0.9599,"No"
"Discovery Bay","Friday Harbor",-0.252004330799856,0.801,0.9599,"No"
"Salmon Bay, Commodore Park","Smith Cove, Terminal 91",-0.24691073572085,0.805,0.9599,"No"
"Discovery Bay","Salmon Beach",0.252789562761823,0.8004,0.96,"No"
"Hood Canal Holly","Thea Foss Waterway",0.25415722111376,0.7994,0.96,"No"
"Cap Sante","Williams Olson Park",0.276304870925714,0.7823,0.96,"No"
"Maple Hollow Park","Point Defiance Ferry",-0.284143306980344,0.7763,0.9601,"No"
"Miller Creek","Rich Passage",-0.250829953748166,0.8019,0.9601,"No"
"Blair Waterway Two","Reach Island",-0.282183697966686,0.7778,0.9602,"No"
"Chimacum Creek delta","Reach Island",0.235153081638905,0.8141,0.9602,"No"
"Jamestown","Thea Foss Waterway",0.287719399172,0.7736,0.9602,"No"
"Oak Bay County Park","Three Tree Point",0.248870344734508,0.8035,0.9602,"No"
"Brackenwood Lane","Elliott Bay, Harbor Island, Pier 17",0.233193472625248,0.8156,0.9603,"No"
"Mukilteo","Purdy, Burley Lagoon",-0.280224088953029,0.7793,0.9603,"No"
"Chimacum Creek delta","Des Moines Marina",0.286102915994001,0.7748,0.9604,"No"
"Locust Beach","Mukilteo",0.278264479939371,0.7808,0.9604,"No"
"Commencement Bay, Milwaukee Waterway","Raft Island Park",0.249112477823464,0.8033,0.9604,"No"
"Donkey Creek Delta","Squaxin Island",-0.252789562761823,0.8004,0.9604,"No"
"Penn Cove Reference","Purdy, Burley Lagoon",0.284143306980344,0.7763,0.9605,"No"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Seattle Aquarium, Pier 59",0.244951126707193,0.8065,0.9605,"No"
"Commencement Bay, Milwaukee Waterway","Meyer's Point, Henderson Inlet",-0.242502528163141,0.8084,0.9606,"No"
"Chimacum Creek delta","Mukilteo",0.242991517693535,0.808,0.9606,"No"
"Everett Harbor","Rich Passage",-0.235153081638905,0.8141,0.9606,"No"
"Manchester, Stormwater Outfall","South of Skunk Island",0.250829953748166,0.8019,0.9606,"No"
"Salmon Beach","South of Skunk Island",-0.282183697966686,0.7778,0.9606,"No"
"Brackenwood Lane","Friday Harbor",0.243741893724451,0.8074,0.9607,"No"
"Blair Waterway","Rocky Point",0.233193472625248,0.8156,0.9607,"No"
"Salmon Beach","West Bay Park",0.280224088953029,0.7793,0.9607,"No"
"Elliott Bay, Harbor Island, Pier 17","Rocky Point",0.278264479939371,0.7808,0.9608,"No"
"Discovery Bay","Elliott Bay, Harbor Island, Pier 17",-0.237112690652563,0.8126,0.9609,"No"
"Filucy Bay","Jamestown",0.280494831855273,0.7791,0.9609,"No"
"Locust Beach","Penn Cove Reference",-0.286102915994001,0.7748,0.9609,"No"
"Arroyo Beach","Salmon Beach",-0.244001881792469,0.8072,0.9609,"No"
"Miller Creek","Smith Cove, Terminal 91",-0.284143306980344,0.7763,0.9609,"No"
"Chuckanut, Clark's Point","Friday Harbor",-0.285054079101477,0.7756,0.961,"No"
"Maristone Island","Penn Cove Reference",0.231122017064421,0.8172,0.961,"No"
"Kopachuck State Park","Rocky Point",0.235153081638905,0.8141,0.961,"No"
"Purdy, Dexters","Salmon Beach",0.242991517693535,0.808,0.961,"No"
"Blair Waterway Two","Tulalip Reservation",-0.282183697966686,0.7778,0.961,"No"
"Edmonds Marina","Rocky Point",0.233193472625248,0.8156,0.9612,"No"
"Aiston Preserve","Salmon Beach",-0.278264479939371,0.7808,0.9612,"No"
"Blair Waterway Two","Des Moines Marina",-0.23123386361159,0.8171,0.9613,"No"
"Commencement Bay, Dick Gilmur Launch","Miller Creek",0.237112690652563,0.8126,0.9613,"No"
"Broad Spit","Salmon Beach",0.286102915994001,0.7748,0.9613,"No"
"Cap Sante","Squaxin Island",-0.284143306980344,0.7763,0.9614,"No"
"Chambers Bay Park","Eastsound, Fishing Bay",-0.241031908679878,0.8095,0.9615,"No"
"Point Defiance Ferry","Seattle Aquarium, Pier 59",0.235153081638905,0.8141,0.9615,"No"
"Penn Cove Reference","West Bay Park",0.233193472625248,0.8156,0.9616,"No"
"Aiston Preserve","Penn Cove Reference",-0.23123386361159,0.8171,0.9617,"No"
"Minter Bay","Tulalip Bay",0.238993045509339,0.8111,0.9617,"No"
"Cap Sante","Minter Bay",-0.237112690652563,0.8126,0.9618,"No"
"Miller Creek","Thea Foss Waterway",0.238371309625438,0.8116,0.9619,"No"
"Cherry Point Aquatic Reserve, Conoco Phillips","Three Tree Point",-0.235153081638905,0.8141,0.9619,"No"
"Chimacum Creek delta","Commencement Bay Skookum",0.23907229966622,0.811,0.9621,"No"
"Port Angeles Yacht Club","Smith Cove, Terminal 91",-0.22897537294308,0.8189,0.9621,"No"
"Commencement Bay, Dick Gilmur Launch","Jamestown",0.237561949428445,0.8122,0.9622,"No"
"Cherry Point Aquatic Reserve, Conoco Phillips","Silverdale, Dyes Inlet",0.229274254597933,0.8187,0.9622,"No"
"Silverdale, Dyes Inlet","Williams Olson Park",0.237112690652563,0.8126,0.9622,"No"
"Friday Harbor","Port Angeles Yacht Club",-0.227307478667168,0.8202,0.9623,"No"
"Chimacum Creek delta","Tulalip Reservation",0.235153081638905,0.8141,0.9623,"No"
"Donkey Creek Delta","Rich Passage",-0.23907229966622,0.811,0.9625,"No"
"Kitsap St Boat Launch","Penn Cove Reference",-0.227314645584275,0.8202,0.9628,"No"
"Eld Inlet","Thea Foss Waterway",-0.2263907758661,0.8209,0.9628,"No"
"Commencement Bay, Dick Gilmur Launch","Donkey Creek Delta",0.225355036570617,0.8217,0.9629,"No"
"Filucy Bay","Salmon Bay, Commodore Park",0.23907229966622,0.811,0.9629,"No"
"Salmon Bay, Commodore Park","Squaxin Island",-0.227314645584275,0.8202,0.9632,"No"
"Chuckanut, Clark's Point","Kopachuck State Park",-0.225355036570617,0.8217,0.9633,"No"
"Blair Waterway","Chuckanut, Clark's Point",0.22339542755696,0.8232,0.9638,"No"
"Chuckanut, Clark's Point","Edmonds Marina",-0.22339542755696,0.8232,0.9642,"No"
"Friday Harbor","South of Skunk Island",0.221020191767087,0.8251,0.9643,"No"
"Chambers Bay Park","Des Moines Marina",-0.221435818543302,0.8248,0.9644,"No"
"Filucy Bay","Port Angeles Yacht Club",0.220388796457714,0.8256,0.9645,"No"
"Miller Creek","Minter Bay",-0.217516600515987,0.8278,0.9646,"No"
"Broad Spit","Friday Harbor",-0.216888973229384,0.8283,0.9647,"No"
"Commencement Bay, Dick Gilmur Launch","Everett Harbor",0.221435818543302,0.8248,0.9648,"No"
"Jamestown","Minter Bay",-0.216095508215032,0.8289,0.965,"No"
"Eld Inlet","Penn Cove Reference",0.217516600515987,0.8278,0.965,"No"
"Chuckanut, Clark's Point","Salmon Beach",0.221435818543302,0.8248,0.9652,"No"
"Elliott Bay, Harbor Island, Pier 17","Port Angeles Yacht Club",-0.215379960174584,0.8295,0.9653,"No"
"Penrose Point State Park","Reach Island",-0.217516600515987,0.8278,0.9654,"No"
"Penrose Point State Park","Tulalip Reservation",-0.217516600515987,0.8278,0.9658,"No"
"Commencement Bay Skookum","Penrose Point State Park",0.213597382488672,0.8309,0.9661,"No"
"Manchester, Stormwater Outfall","Williams Olson Park",0.217516600515987,0.8278,0.9663,"No"
"Rich Passage","Salmon Bay, Commodore Park",0.213597382488672,0.8309,0.9665,"No"
"Cap Sante","Thea Foss Waterway",0.217715216936925,0.8277,0.9665,"No"
"Rocky Point","Salmon Beach",0.211637773475015,0.8324,0.967,"No"
"Shilshole Bay","Suquamish Stormwater Outfall",-0.211637773475015,0.8324,0.9674,"No"
"Everett Harbor","Minter Bay",-0.201839728406727,0.84,0.968,"No"
"Mukilteo","Penrose Point State Park",0.209678164461357,0.8339,0.9684,"No"
"Blair Waterway","Purdy, Dexters",0.201839728406727,0.84,0.9684,"No"
"Commencement Bay Skookum","Madrona Pont",0.199880119393069,0.8416,0.9685,"No"
"Broad Spit","Elliott Bay, Harbor Island, Pier 17",-0.203799337420385,0.8385,0.9687,"No"
"Edmonds Marina","Purdy, Dexters",0.201839728406727,0.84,0.9688,"No"
"Elliot Bay Myrtle Edwards","Raft Island Park",-0.200364099078574,0.8412,0.9689,"No"
"Commencement Bay, Dick Gilmur Launch","Salmon Bay, Commodore Park",0.199880119393069,0.8416,0.9689,"No"
"Kopachuck State Park","Purdy, Dexters",0.203799337420385,0.8385,0.9691,"No"
"Kopachuck State Park","Salmon Bay, Commodore Park",-0.201839728406727,0.84,0.9692,"No"
"Raft Island Park","Three Tree Point",0.197920510379412,0.8431,0.9694,"No"
"Jamestown","Kopachuck State Park",0.202500095446536,0.8395,0.9695,"No"
"Madrona Pont","Reach Island",-0.203799337420385,0.8385,0.9695,"No"
"Port Angeles Yacht Club","Squaxin Island",-0.207508931729666,0.8356,0.9695,"No"
"Penn Cove Reference","Suquamish Stormwater Outfall",0.201839728406727,0.84,0.9696,"No"
"Elliott Bay, Harbor Island, Pier 17","South of Skunk Island",0.2077185554477,0.8354,0.9697,"No"
"Elliot Bay Myrtle Edwards","Minter Bay",0.206560926885128,0.8364,0.9699,"No"
"Blair Waterway","Salmon Bay, Commodore Park",-0.203799337420385,0.8385,0.9699,"No"
"Skiff Point","Williams Olson Park",-0.197920510379412,0.8431,0.9699,"No"
"Donkey Creek Delta","Minter Bay",-0.205758946434042,0.837,0.9702,"No"
"Blair Waterway","Jamestown",-0.204646739567877,0.8378,0.9704,"No"
"Madrona Pont","Mukilteo",-0.195960901365754,0.8446,0.9704,"No"
"Edmonds Marina","Salmon Bay, Commodore Park",-0.203799337420385,0.8385,0.9704,"No"
"Commencement Bay, Milwaukee Waterway","Oak Bay County Park",0.195406636833331,0.8451,0.9705,"No"
"Cherry Point Aquatic Reserve, Conoco Phillips","Hood Canal Holly",0.196060163082512,0.8446,0.9707,"No"
"Edmonds Marina","Jamestown",-0.204646739567877,0.8378,0.9708,"No"
"Madrona Pont","Tulalip Reservation",-0.203799337420385,0.8385,0.9708,"No"
"Discovery Bay","Kopachuck State Park",-0.194001292352097,0.8462,0.9709,"No"
"Blair Waterway","Discovery Bay",0.192041683338439,0.8477,0.971,"No"
"Des Moines Marina","Shilshole Bay",-0.194001292352097,0.8462,0.9713,"No"
"Discovery Bay","Edmonds Marina",-0.192041683338439,0.8477,0.9714,"No"
"Arroyo Beach","Penn Cove Reference",-0.192482422880276,0.8474,0.9714,"No"
"Port Angeles Yacht Club","Rich Passage",-0.192482422880276,0.8474,0.9719,"No"
"Cap Sante","Cherry Point Aquatic Reserve, Conoco Phillips",-0.190082074324782,0.8492,0.972,"No"
"Brackenwood Lane","Manchester, Stormwater Outfall",0.190082074324782,0.8492,0.9724,"No"
"Commencement Bay, Dick Gilmur Launch","Elliot Bay Myrtle Edwards",-0.185904834196615,0.8525,0.9732,"No"
"Minter Bay","Three Tree Point",-0.188122465311124,0.8508,0.9733,"No"
"Cherry Point Aquatic Reserve, Conoco Phillips","Jamestown",0.164576049302839,0.8693,0.9734,"No"
"Browns Point Lighthouse","Maple Hollow Park",0.162647548133576,0.8708,0.9735,"No"
"Maristone Island","Salmon Beach",0.179602558152228,0.8575,0.9735,"No"
"Cherry Point Aquatic Reserve, Conoco Phillips","Tulalip Bay",0.187473586597146,0.8513,0.9735,"No"
"Friday Harbor","Williams Olson Park",0.185904834196615,0.8525,0.9736,"No"
"Everett Harbor","Kopachuck State Park",0.180284029256494,0.8569,0.9737,"No"
"Blair Waterway","Donkey Creek Delta",-0.178324420242836,0.8585,0.9738,"No"
"Brackenwood Lane","Filucy Bay",-0.164607157147234,0.8693,0.9738,"No"
"Eastsound, Fishing Bay","Penrose Point State Park",0.186162856297467,0.8523,0.9738,"No"
"Cherry Point Aquatic Reserve, Conoco Phillips","Miller Creek",0.170485984188206,0.8646,0.9739,"No"
"Blair Waterway","South of Skunk Island",0.162647548133576,0.8708,0.9739,"No"
"Kopachuck State Park","Tulalip Bay",-0.179602558152228,0.8575,0.9739,"No"
"Commencement Bay Skookum","Kingston Marina",0.176364811229179,0.86,0.974,"No"
"Blair Waterway","Broad Spit",0.158728330106261,0.8739,0.9741,"No"
"Kingston Marina","Reach Island",-0.180284029256494,0.8569,0.9741,"No"
"Friday Harbor","Jamestown",-0.163234229646892,0.8703,0.9742,"No"
"Eastsound, Fishing Bay","Madrona Pont",0.172445593201864,0.8631,0.9742,"No"
"Kopachuck State Park","Miller Creek",-0.164607157147234,0.8693,0.9742,"No"
"Commencement Bay, Dick Gilmur Launch","Port Angeles Yacht Club",0.177455914030887,0.8592,0.9742,"No"
"Kitsap St Boat Launch","Shilshole Bay",0.186162856297467,0.8523,0.9742,"No"
"Donkey Creek Delta","Edmonds Marina",0.178324420242836,0.8585,0.9743,"No"
"Eld Inlet","Salmon Beach",0.170485984188206,0.8646,0.9743,"No"
"Edmonds Marina","South of Skunk Island",0.162647548133576,0.8708,0.9743,"No"
"Donkey Creek Delta","Kopachuck State Park",0.176364811229179,0.86,0.9744,"No"
"Cherry Point Aquatic Reserve, Conoco Phillips","Donkey Creek Delta",0.158728330106261,0.8739,0.9745,"No"
"Blair Waterway","Tulalip Bay",-0.18174920227357,0.8558,0.9745,"No"
"Hood Canal Holly","Kopachuck State Park",0.171015981666863,0.8642,0.9746,"No"
"Kingston Marina","Mukilteo",-0.172445593201864,0.8631,0.9746,"No"
"Minter Bay","Salmon Bay, Commodore Park",0.180284029256494,0.8569,0.9746,"No"
"Penn Cove Reference","Skiff Point",-0.164607157147234,0.8693,0.9746,"No"
"Manchester, Stormwater Outfall","Port Angeles Yacht Club",-0.168153789505074,0.8665,0.9747,"No"
"Elliot Bay Myrtle Edwards","Rich Passage",0.171445569314656,0.8639,0.9747,"No"
"Brackenwood Lane","Silverdale, Dyes Inlet",0.170485984188206,0.8646,0.9747,"No"
"Silverdale, Dyes Inlet","Thea Foss Waterway",0.1764030315599,0.86,0.9747,"No"
"Broad Spit","Kopachuck State Park",-0.160687939119919,0.8723,0.9748,"No"
"Broad Spit","Skiff Point",0.168526375174549,0.8662,0.9748,"No"
"Blair Waterway","Everett Harbor",-0.182243638270152,0.8554,0.9749,"No"
"Blair Waterway","Miller Creek",-0.166566766160891,0.8677,0.9749,"No"
"Eastsound, Fishing Bay","Shilshole Bay",-0.174405202215521,0.8615,0.9749,"No"
"Edmonds Marina","Tulalip Bay",-0.18174920227357,0.8558,0.9749,"No"
"Broad Spit","Edmonds Marina",-0.158728330106261,0.8739,0.975,"No"
"Brackenwood Lane","Smith Cove, Terminal 91",-0.172445593201864,0.8631,0.975,"No"
"Kopachuck State Park","South of Skunk Island",0.164607157147234,0.8693,0.975,"No"
"Kingston Marina","Tulalip Reservation",-0.180284029256494,0.8569,0.975,"No"
"Maristone Island","Williams Olson Park",-0.166007145383733,0.8682,0.975,"No"
"Cherry Point Aquatic Reserve, Conoco Phillips","Everett Harbor",0.154809112078946,0.877,0.9752,"No"
"Blair Waterway","Hood Canal Holly",-0.173162625788204,0.8625,0.9752,"No"
"Chuckanut, Clark's Point","Thea Foss Waterway",-0.172684934875967,0.8629,0.9752,"No"
"Commencement Bay, Dick Gilmur Launch","Three Tree Point",-0.168526375174549,0.8662,0.9752,"No"
