"Group1","Group2","Z","P.unadj","P.adj","Significant"
"Discovery Bay","Hood Canal Holly",-0.383533749679659,0.7013,0.9245,"No"
"Blair Waterway","Minter Bay",-0.384083366676878,0.7009,0.9245,"No"
"Eld Inlet","Silverdale, Dyes Inlet",-0.382123757663221,0.7024,0.9246,"No"
"Friday Harbor","Maristone Island",0.382913940573552,0.7018,0.9247,"No"
"Elliott Bay, Harbor Island, Pier 17","Squaxin Island",-0.386042975690536,0.6995,0.9247,"No"
"Cap Sante","Rocky Point",0.380164148649563,0.7038,0.9248,"No"
"Edmonds Ferry","Fidalgo Bay Aq Reserve, Weaverling Spit",0.378204539635906,0.7053,0.9249,"No"
"Edmonds Marina","Minter Bay",-0.384083366676878,0.7009,0.9249,"No"
"Eastsound, Fishing Bay","Suquamish, Stormwater Outfall",-0.386042975690536,0.6995,0.9252,"No"
"Everett Harbor","Purdy, Dexters",0.384083366676878,0.7009,0.9253,"No"
"Filucy Bay","Oak Bay County Park",-0.378204539635906,0.7053,0.9254,"No"
"Commencement Bay, Dick Gilmur Launch","Friday Harbor",0.375940886930933,0.707,0.9263,"No"
"Aiston Preserve","Des Moines Marina",0.376244930622248,0.7067,0.9264,"No"
"Discovery Bay","Everett Harbor",-0.374285321608591,0.7082,0.927,"No"
"Des Moines Marina","West Bay Park",-0.374285321608591,0.7082,0.9274,"No"
"Elliott Bay, Harbor Island, Pier 17","Rich Passage",-0.372325712594933,0.7097,0.9276,"No"
"Arroyo Beach","Skiff Point",-0.372800529072951,0.7093,0.928,"No"
"Elliott Bay, Harbor Island, Pier 17","Skiff Point",0.372325712594933,0.7097,0.928,"No"
"Cap Sante","Chuckanut, Clark's Point",0.370366103581276,0.7111,0.9282,"No"
"Discovery Bay","Donkey Creek Delta",-0.370366103581276,0.7111,0.9286,"No"
"Miller Creek","Purdy, Dexters",0.368406494567618,0.7126,0.9288,"No"
"Commencement Bay, Dick Gilmur Launch","Raft Island Park",-0.366446885553961,0.714,0.9289,"No"
"Oak Bay County Park","Smith Cove, Terminal 91",0.370366103581276,0.7111,0.9291,"No"
"Chimacum Creek delta","Salmon Beach",-0.368406494567618,0.7126,0.9292,"No"
"Salmon Bay, Commodore Park","South of Skunk Island",0.366446885553961,0.714,0.9294,"No"
"Salmon Bay, Commodore Park","Three Tree Point",-0.368406494567618,0.7126,0.9297,"No"
"Skiff Point","Suquamish, Stormwater Outfall",0.366446885553961,0.714,0.9298,"No"
"Broad Spit ","Browns Point Lighthouse",0.366852206147987,0.7137,0.9299,"No"
"Eld Inlet","Manchester, Stormwater Outfall",-0.362527667526646,0.717,0.931,"No"
"Port Angeles Yacht Club","Three Tree Point",-0.362067308466245,0.7173,0.931,"No"
"Commencement Bay, Dick Gilmur Launch","Elliott Bay, Harbor Island, Pier 17",0.35860844949933,0.7199,0.9313,"No"
"Manchester, Stormwater Outfall","Smith Cove, Terminal 91",-0.362527667526646,0.717,0.9314,"No"
"Eastsound, Fishing Bay","Kitsap St Boat Launch",-0.360568058512988,0.7184,0.9316,"No"
"Filucy Bay","Manchester, Stormwater Outfall",0.354689231472015,0.7228,0.9316,"No"
"Discovery Bay","Miller Creek",-0.35860844949933,0.7199,0.9318,"No"
"South of Skunk Island","Tulalip Bay",-0.359920664344903,0.7189,0.9318,"No"
"Mukilteo","Suquamish, Stormwater Outfall",-0.362527667526646,0.717,0.9319,"No"
"Penrose Point State Park","Shilshole Bay",-0.360568058512988,0.7184,0.932,"No"
"Reach Island","Suquamish, Stormwater Outfall",-0.354689231472015,0.7228,0.9321,"No"
"Chimacum Creek delta","North Camano",0.35860844949933,0.7199,0.9322,"No"
"Penn Cove Reference","Williams Olson Park",-0.362527667526646,0.717,0.9323,"No"
"Aiston Preserve","Eastsound, Fishing Bay",0.356648840485673,0.7214,0.9324,"No"
"Elliott Bay, Harbor Island, Pier 17","Maristone Island",0.357058472183115,0.721,0.9324,"No"
"Brackenwood Lane","Thea Foss Waterway",0.356111037949961,0.7218,0.9324,"No"
"Suquamish, Stormwater Outfall","Tulalip Reservation",0.354689231472015,0.7228,0.9325,"No"
"Commencement Bay Skookum","Suquamish, Stormwater Outfall",-0.35860844949933,0.7199,0.9326,"No"
"Friday Harbor","Minter Bay",-0.35528479424242,0.7224,0.9328,"No"
"Eastsound, Fishing Bay","West Bay Park",-0.354689231472015,0.7228,0.9329,"No"
"Raft Island Park","Rich Passage",0.352729622458358,0.7243,0.9331,"No"
"Hood Canal Holly","South of Skunk Island",0.351334087859538,0.7253,0.9336,"No"
"Port Angeles Yacht Club","Thea Foss Waterway",0.351792648192275,0.725,0.9336,"No"
"Cap Sante","Purdy, Dexters",0.348810404431043,0.7272,0.9356,"No"
"Madrona Pont","Shilshole Bay",-0.346850795417385,0.7287,0.937,"No"
"Jamestown","Williams Olson Park",0.346325251576408,0.7291,0.9371,"No"
"Commencement Bay, Milwaukee Waterway","Maple Hollow Park",-0.345782991605705,0.7295,0.9372,"No"
"Everett Harbor","South of Skunk Island",0.344891186403728,0.7302,0.9372,"No"
"Elliot Bay Myrtle Edwards","N Avenue Park",-0.344956747898164,0.7301,0.9376,"No"
"Silverdale, Dyes Inlet","Smith Cove, Terminal 91",-0.34293157739007,0.7316,0.9382,"No"
"Manchester, Stormwater Outfall","Squaxin Island",-0.34293157739007,0.7316,0.9387,"No"
"Aiston Preserve","Commencement Bay Skookum",0.329214314294467,0.742,0.9393,"No"
"Rocky Point","Silverdale, Dyes Inlet",-0.340971968376413,0.7331,0.9393,"No"
"Filucy Bay","Raft Island Park",-0.32725470528081,0.7435,0.9395,"No"
"Eld Inlet","Friday Harbor",-0.33875992009161,0.7348,0.9397,"No"
"Donkey Creek Delta","South of Skunk Island",0.340971968376413,0.7331,0.9397,"No"
"Cap Sante","Discovery Bay",0.339012359362755,0.7346,0.9398,"No"
"Meyer's Point, Henderson Inlet","N Avenue Park",0.329214314294467,0.742,0.9398,"No"
"Des Moines Marina","Purdy, Burley Lagoon",-0.323335487253495,0.7464,0.9398,"No"
"Blair Waterway","Skiff Point",0.32725470528081,0.7435,0.9399,"No"
"Blair Waterway","Cherry Point Aquatic Reserve, Conoco Phillips",-0.337052750349097,0.7361,0.94,"No"
"Des Moines Marina","Locust Beach",-0.321375878239837,0.7479,0.94,"No"
"Broad Spit","Penrose Point State Park",0.335030652848983,0.7376,0.9402,"No"
"Kitsap St Boat Launch","Reach Island",0.329214314294467,0.742,0.9402,"No"
"Commencement Bay Skookum","Kitsap St Boat Launch",-0.333133532321782,0.739,0.9403,"No"
"Elliott Bay, Harbor Island, Pier 17","Minter Bay",-0.339012359362755,0.7346,0.9403,"No"
"Kingston Marina","Shilshole Bay",-0.323335487253495,0.7464,0.9403,"No"
"Hood Canal Holly","Smith Cove, Terminal 91",-0.320565522120311,0.7485,0.9403,"No"
"Cherry Point Aquatic Reserve, Conoco Phillips","Edmonds Marina",0.337052750349097,0.7361,0.9404,"No"
"Broad Spit","Madrona Pont",0.322330934961205,0.7472,0.9404,"No"
"Chimacum Creek delta","Penn Cove Reference",-0.321375878239837,0.7479,0.9404,"No"
"Edmonds Marina","Skiff Point",0.32725470528081,0.7435,0.9404,"No"
"Aiston Preserve","Reach Island",0.325295096267152,0.745,0.9405,"No"
"Eld Inlet","Elliott Bay, Harbor Island, Pier 17",-0.31941626922618,0.7494,0.9406,"No"
"Cherry Point Aquatic Reserve, Conoco Phillips","Kopachuck State Park",0.33509314133544,0.7376,0.9406,"No"
"Manchester, Stormwater Outfall","Rich Passage",-0.329214314294467,0.742,0.9406,"No"
"Aiston Preserve","Mukilteo",0.333133532321782,0.739,0.9407,"No"
"Raft Island Park","Squaxin Island",0.339012359362755,0.7346,0.9407,"No"
"Silverdale, Dyes Inlet","Squaxin Island",-0.323335487253495,0.7464,0.9407,"No"
"Manchester, Stormwater Outfall","Rocky Point",0.321375878239837,0.7479,0.9408,"No"
"Commencement Bay Skookum","West Bay Park",-0.32725470528081,0.7435,0.9408,"No"
"Kitsap St Boat Launch","Mukilteo",0.337052750349097,0.7361,0.9409,"No"
"Purdy, Burley Lagoon","Salmon Beach",-0.331173923308125,0.7405,0.9409,"No"
"Aiston Preserve","Tulalip Reservation",0.325295096267152,0.745,0.9409,"No"
"Filucy Bay","Silverdale, Dyes Inlet",0.33509314133544,0.7376,0.941,"No"
"Raft Island Park","Smith Cove, Terminal 91",0.31941626922618,0.7494,0.941,"No"
"Kopachuck State Park","Skiff Point",0.329214314294467,0.742,0.9411,"No"
"Reach Island","West Bay Park",-0.323335487253495,0.7464,0.9411,"No"
"Locust Beach","Salmon Beach",-0.333133532321782,0.739,0.9412,"No"
"Chuckanut, Clark's Point","Silverdale, Dyes Inlet",-0.331173923308125,0.7405,0.9413,"No"
"Brackenwood Lane","Elliot Bay Myrtle Edwards",-0.318103827403097,0.7504,0.9414,"No"
"Miller Creek","South of Skunk Island",0.329214314294467,0.742,0.9415,"No"
"N Avenue Park","Three Tree Point",0.33509314133544,0.7376,0.9415,"No"
"Tulalip Reservation","West Bay Park",-0.323335487253495,0.7464,0.9415,"No"
"Salmon Bay, Commodore Park","Williams Olson Park",0.333133532321782,0.739,0.9416,"No"
"Mukilteo","West Bay Park",-0.331173923308125,0.7405,0.9418,"No"
"Penn Cove Reference","South of Skunk Island",-0.329214314294467,0.742,0.9419,"No"
"Tulalip Bay","Williams Olson Park",0.3234277142821,0.7464,0.9419,"No"
"Kitsap St Boat Launch","Tulalip Reservation",0.329214314294467,0.742,0.9423,"No"
"Commencement Bay, Dick Gilmur Launch","Manchester, Stormwater Outfall",0.315497051198864,0.7524,0.943,"No"
"Hood Canal Holly","Williams Olson Park",0.314841137796735,0.7529,0.9432,"No"
"Salmon Beach","Williams Olson Park",-0.315497051198864,0.7524,0.9435,"No"
"Chuckanut, Clark's Point","Manchester, Stormwater Outfall",-0.311577833171549,0.7554,0.9446,"No"
"Purdy, Dexters","Silverdale, Dyes Inlet",-0.309618224157892,0.7569,0.9448,"No"
"Filucy Bay","Hood Canal Holly",0.311978945634946,0.7551,0.9451,"No"
"Everett Harbor","Williams Olson Park",0.311577833171549,0.7554,0.9451,"No"
"Rich Passage","Silverdale, Dyes Inlet",0.309618224157892,0.7569,0.9452,"No"
"Donkey Creek Delta","Williams Olson Park",0.307658615144234,0.7583,0.9454,"No"
"Smith Cove, Terminal 91","Tulalip Bay",0.311978945634946,0.7551,0.9455,"No"
"Cap Sante","South of Skunk Island",0.309618224157892,0.7569,0.9456,"No"
"Blair Waterway","Maristone Island",0.307685657392263,0.7583,0.9458,"No"
"Kopachuck State Park","Maristone Island",0.309832301513604,0.7567,0.9459,"No"
"Edmonds Marina","Maristone Island",0.307685657392263,0.7583,0.9462,"No"
"Cherry Point Aquatic Reserve, Conoco Phillips","Friday Harbor",0.30571017178999,0.7598,0.9468,"No"
"Filucy Bay","Tulalip Bay",0.30339236914958,0.7616,0.9477,"No"
"Eastsound, Fishing Bay","Purdy, Burley Lagoon",-0.303739397116919,0.7613,0.9478,"No"
"Cap Sante","Smith Cove, Terminal 91",-0.303739397116919,0.7613,0.9482,"No"
"Eastsound, Fishing Bay","Locust Beach",-0.301779788103262,0.7628,0.9488,"No"
"Discovery Bay","Penn Cove Reference",0.299820179089604,0.7643,0.9494,"No"
"Broad Spit","Kingston Marina",0.30055999001073,0.7638,0.9496,"No"
"Hood Canal Holly","Squaxin Island",-0.299099080906898,0.7649,0.9497,"No"
"Discovery Bay","Silverdale, Dyes Inlet",-0.299820179089604,0.7643,0.9498,"No"
"Cap Sante","Filucy Bay",-0.295900961062289,0.7673,0.951,"No"
"Friday Harbor","Rocky Point",0.295382125445733,0.7677,0.9511,"No"
"Manchester, Stormwater Outfall","Minter Bay",-0.295900961062289,0.7673,0.9514,"No"
"Chambers Bay Park","Commencement Bay Skookum",-0.268466434871083,0.7883,0.9516,"No"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Maple Hollow Park",0.293941352048631,0.7688,0.9516,"No"
"Chambers Bay Park","Reach Island",-0.272385652898399,0.7853,0.9516,"No"
"Locust Beach","Reach Island",0.270426043884741,0.7868,0.9518,"No"
"Commencement Bay, Dick Gilmur Launch","Silverdale, Dyes Inlet",0.295900961062289,0.7673,0.9518,"No"
"Blair Waterway","Eld Inlet",0.274345261912056,0.7838,0.9519,"No"
"Donkey Creek Delta","Filucy Bay",-0.264547216843768,0.7914,0.9519,"No"
"Jamestown","Squaxin Island",-0.267614967127224,0.789,0.9519,"No"
"Chuckanut, Clark's Point","Elliott Bay, Harbor Island, Pier 17",-0.268466434871083,0.7883,0.952,"No"
"Brackenwood Lane","Three Tree Point",-0.293941352048631,0.7688,0.952,"No"
"Chimacum Creek delta","Eastsound, Fishing Bay",0.266506825857426,0.7898,0.9521,"No"
"Purdy, Burley Lagoon","Reach Island",0.272385652898399,0.7853,0.9521,"No"
"Cap Sante","Rich Passage",-0.270426043884741,0.7868,0.9522,"No"
"Edmonds Marina","Eld Inlet",0.274345261912056,0.7838,0.9523,"No"
"Chambers Bay Park","Mukilteo",-0.264547216843768,0.7914,0.9523,"No"
"Miller Creek","Williams Olson Park",0.295900961062289,0.7673,0.9523,"No"
"Chuckanut, Clark's Point","Penn Cove Reference",0.268466434871083,0.7883,0.9524,"No"
"Commencement Bay, Dick Gilmur Launch","Tulalip Bay",0.260459486722753,0.7945,0.9524,"No"
"Donkey Creek Delta","Smith Cove, Terminal 91",-0.272385652898399,0.7853,0.9525,"No"
"Brackenwood Lane","Kopachuck State Park",0.276304870925714,0.7823,0.9526,"No"
"North Camano","Shilshole Bay",-0.266506825857426,0.7898,0.9526,"No"
"Silverdale, Dyes Inlet","South of Skunk Island",0.270426043884741,0.7868,0.9526,"No"
"Thea Foss Waterway","Tulalip Bay",-0.263310542402371,0.7923,0.9526,"No"
"Commencement Bay, Dick Gilmur Launch","Hood Canal Holly",0.269046063208118,0.7879,0.9527,"No"
"Commencement Bay Skookum","Locust Beach",-0.274345261912056,0.7838,0.9527,"No"
"Friday Harbor","Purdy, Dexters",0.262332377144113,0.7931,0.9527,"No"
"Miller Creek","Squaxin Island",-0.264547216843768,0.7914,0.9527,"No"
"Arroyo Beach","Shilshole Bay",0.260459486722753,0.7945,0.9528,"No"
"Everett Harbor","Smith Cove, Terminal 91",-0.268466434871083,0.7883,0.9528,"No"
"Blair Waterway","Port Angeles Yacht Club",-0.264752774965436,0.7912,0.9529,"No"
"Kopachuck State Park","Port Angeles Yacht Club",-0.262606130844094,0.7929,0.9529,"No"
"Rich Passage","Tulalip Bay",0.275485995572142,0.7829,0.9529,"No"
"Chambers Bay Park","Tulalip Reservation",-0.272385652898399,0.7853,0.9529,"No"
"Eagle Harbor Dr","Edmonds Ferry",0.260627998816453,0.7944,0.953,"No"
"Cherry Point Aquatic Reserve, Conoco Phillips","Elliott Bay, Harbor Island, Pier 17",0.291981743034974,0.7703,0.953,"No"
"Eld Inlet","Kopachuck State Park",-0.276304870925714,0.7823,0.953,"No"
"Locust Beach","Tulalip Reservation",0.270426043884741,0.7868,0.9531,"No"
"Blair Waterway Two","Mukilteo",-0.274345261912056,0.7838,0.9532,"No"
"Broad Spit ","Point Defiance Ferry",0.29001154134672,0.7718,0.9532,"No"
"Purdy, Burley Lagoon","Tulalip Reservation",0.272385652898399,0.7853,0.9533,"No"
"Filucy Bay","Miller Creek",0.276304870925714,0.7823,0.9534,"No"
"Edmonds Marina","Port Angeles Yacht Club",-0.264752774965436,0.7912,0.9534,"No"
"Maristone Island","Thea Foss Waterway",-0.258428771048445,0.7961,0.9534,"No"
"Everett Harbor","Filucy Bay",-0.260627998816453,0.7944,0.9535,"No"
"Manchester, Stormwater Outfall","Purdy, Dexters",0.290022134021316,0.7718,0.9536,"No"
"Penn Cove Reference","Rocky Point",-0.258668389802796,0.7959,0.9536,"No"
"Kitsap St Boat Launch","Salmon Beach",-0.274345261912056,0.7838,0.9536,"No"
"Jamestown","Smith Cove, Terminal 91",-0.289081408340638,0.7725,0.9536,"No"
"Blair Waterway","Brackenwood Lane",-0.278264479939371,0.7808,0.9537,"No"
"Commencement Bay Skookum","Purdy, Burley Lagoon",-0.276304870925714,0.7823,0.9538,"No"
"Browns Point Lighthouse","Meyer's Point, Henderson Inlet",0.260627998816453,0.7944,0.9539,"No"
"Salmon Bay, Commodore Park","Thea Foss Waterway",0.277617885733612,0.7813,0.9539,"No"
"Penn Cove Reference","Purdy, Dexters",-0.290022134021316,0.7718,0.954,"No"
"Squaxin Island","Tulalip Bay",0.290512504421532,0.7714,0.954,"No"
"Blair Waterway Two","Commencement Bay Skookum",-0.278264479939371,0.7808,0.9541,"No"
"Skiff Point","Thea Foss Waterway",-0.282162226125085,0.7778,0.9542,"No"
"Minter Bay","Silverdale, Dyes Inlet",0.276304870925714,0.7823,0.9543,"No"
"Broad Spit ","Fidalgo Bay Aq Reserve, Weaverling Spit",0.283814713540166,0.7766,0.9544,"No"
"Discovery Bay","Manchester, Stormwater Outfall",-0.280224088953029,0.7793,0.9544,"No"
"Brackenwood Lane","Edmonds Marina",0.278264479939371,0.7808,0.9545,"No"
"Hood Canal Holly","Rich Passage",-0.284072572057508,0.7764,0.9545,"No"
"Jamestown","Thea Foss Waterway",0.287719399172,0.7736,0.9545,"No"
"Cap Sante","Commencement Bay, Dick Gilmur Launch",-0.256708780789138,0.7974,0.9546,"No"
"Blair Waterway Two","Reach Island",-0.282183697966686,0.7778,0.9546,"No"
"Cherry Point Aquatic Reserve, Conoco Phillips","Elliot Bay Myrtle Edwards",-0.256135549337559,0.7978,0.9547,"No"
"Cap Sante","Williams Olson Park",0.276304870925714,0.7823,0.9547,"No"
"Mukilteo","Purdy, Burley Lagoon",-0.280224088953029,0.7793,0.9548,"No"
"Cherry Point Aquatic Reserve, Conoco Phillips","Manchester, Stormwater Outfall",0.248870344734508,0.8035,0.9549,"No"
"Locust Beach","Mukilteo",0.278264479939371,0.7808,0.9549,"No"
"Maple Hollow Park","Point Defiance Ferry",-0.284143306980344,0.7763,0.9549,"No"
"Elliott Bay, Harbor Island, Pier 17","Purdy, Dexters",0.24691073572085,0.805,0.955,"No"
"Salmon Beach","South of Skunk Island",-0.282183697966686,0.7778,0.955,"No"
"Chimacum Creek delta","Des Moines Marina",0.286102915994001,0.7748,0.9552,"No"
"Hood Canal Holly","Minter Bay",-0.247579621994705,0.8045,0.9552,"No"
"Donkey Creek Delta","Thea Foss Waterway",0.250764965238546,0.802,0.9552,"No"
"Salmon Beach","West Bay Park",0.280224088953029,0.7793,0.9552,"No"
"Broad Spit","North Camano",0.247946873047081,0.8042,0.9553,"No"
"Penn Cove Reference","Purdy, Burley Lagoon",0.284143306980344,0.7763,0.9553,"No"
"Everett Harbor","Squaxin Island",-0.248870344734508,0.8035,0.9553,"No"
"Filucy Bay","Jamestown",0.280494831855273,0.7791,0.9554,"No"
"Elliot Bay Myrtle Edwards","Oak Bay County Park",-0.254069940068708,0.7994,0.9554,"No"
"Elliott Bay, Harbor Island, Pier 17","Rocky Point",0.278264479939371,0.7808,0.9554,"No"
"Salmon Bay, Commodore Park","Smith Cove, Terminal 91",-0.24691073572085,0.805,0.9554,"No"
"Blair Waterway Two","Eastsound, Fishing Bay",-0.250829953748166,0.8019,0.9555,"No"
"Jamestown","Rich Passage",-0.252588458277835,0.8006,0.9555,"No"
"Everett Harbor","Thea Foss Waterway",0.254896183776248,0.7988,0.9555,"No"
"Blair Waterway Two","Tulalip Reservation",-0.282183697966686,0.7778,0.9555,"No"
"Locust Beach","Penn Cove Reference",-0.286102915994001,0.7748,0.9556,"No"
"Chuckanut, Clark's Point","Friday Harbor",-0.285054079101477,0.7756,0.9557,"No"
"Discovery Bay","Friday Harbor",-0.252004330799856,0.801,0.9557,"No"
"Miller Creek","Smith Cove, Terminal 91",-0.284143306980344,0.7763,0.9557,"No"
"Salmon Beach","Suquamish, Stormwater Outfall",0.248870344734508,0.8035,0.9557,"No"
"Hood Canal Holly","Thea Foss Waterway",0.25415722111376,0.7994,0.9557,"No"
"Aiston Preserve","Salmon Beach",-0.278264479939371,0.7808,0.9558,"No"
"Discovery Bay","Salmon Beach",0.252789562761823,0.8004,0.9558,"No"
"Miller Creek","Rich Passage",-0.250829953748166,0.8019,0.9559,"No"
"Chimacum Creek delta","Reach Island",0.235153081638905,0.8141,0.956,"No"
"Oak Bay County Park","Three Tree Point",0.248870344734508,0.8035,0.9561,"No"
"Brackenwood Lane","Elliott Bay, Harbor Island, Pier 17",0.233193472625248,0.8156,0.9562,"No"
"Cap Sante","Squaxin Island",-0.284143306980344,0.7763,0.9562,"No"
"Donkey Creek Delta","Squaxin Island",-0.252789562761823,0.8004,0.9562,"No"
"Commencement Bay, Milwaukee Waterway","Raft Island Park",0.249112477823464,0.8033,0.9563,"No"
"Manchester, Stormwater Outfall","South of Skunk Island",0.250829953748166,0.8019,0.9563,"No"
"Everett Harbor","Rich Passage",-0.235153081638905,0.8141,0.9564,"No"
"Fidalgo Bay Aq Reserve, Weaverling Spit","Seattle Aquarium, Pier 59",0.244951126707193,0.8065,0.9564,"No"
"Commencement Bay, Milwaukee Waterway","Meyer's Point, Henderson Inlet",-0.242502528163141,0.8084,0.9566,"No"
"Chimacum Creek delta","Mukilteo",0.242991517693535,0.808,0.9566,"No"
"Blair Waterway","Rocky Point",0.233193472625248,0.8156,0.9566,"No"
"Brackenwood Lane","Friday Harbor",0.243741893724451,0.8074,0.9567,"No"
"Kopachuck State Park","Rocky Point",0.235153081638905,0.8141,0.9568,"No"
"Maristone Island","Penn Cove Reference",0.231122017064421,0.8172,0.9569,"No"
"Arroyo Beach","Salmon Beach",-0.244001881792469,0.8072,0.9569,"No"
"Edmonds Marina","Rocky Point",0.233193472625248,0.8156,0.957,"No"
"Purdy, Dexters","Salmon Beach",0.242991517693535,0.808,0.957,"No"
"Discovery Bay","Elliott Bay, Harbor Island, Pier 17",-0.237112690652563,0.8126,0.9571,"No"
"Blair Waterway Two","Des Moines Marina",-0.23123386361159,0.8171,0.9572,"No"
"Point Defiance Ferry","Seattle Aquarium, Pier 59",0.235153081638905,0.8141,0.9572,"No"
"Arroyo Beach","Broad Spit",0.23645948764801,0.8131,0.9573,"No"
"Penn Cove Reference","West Bay Park",0.233193472625248,0.8156,0.9574,"No"
"Commencement Bay, Dick Gilmur Launch","Miller Creek",0.237112690652563,0.8126,0.9575,"No"
"Chambers Bay Park","Eastsound, Fishing Bay",-0.241031908679878,0.8095,0.9576,"No"
"Aiston Preserve","Penn Cove Reference",-0.23123386361159,0.8171,0.9576,"No"
"Cherry Point Aquatic Reserve, Conoco Phillips","Three Tree Point",-0.235153081638905,0.8141,0.9577,"No"
"Minter Bay","Tulalip Bay",0.238993045509339,0.8111,0.9578,"No"
"Cap Sante","Minter Bay",-0.237112690652563,0.8126,0.9579,"No"
"Port Angeles Yacht Club","Smith Cove, Terminal 91",-0.22897537294308,0.8189,0.958,"No"
"Miller Creek","Thea Foss Waterway",0.238371309625438,0.8116,0.958,"No"
"Chimacum Creek delta","Commencement Bay Skookum",0.23907229966622,0.811,0.9581,"No"
"Cherry Point Aquatic Reserve, Conoco Phillips","Silverdale, Dyes Inlet",0.229274254597933,0.8187,0.9581,"No"
"Chimacum Creek delta","Tulalip Reservation",0.235153081638905,0.8141,0.9581,"No"
"Commencement Bay, Dick Gilmur Launch","Jamestown",0.237561949428445,0.8122,0.9583,"No"
"Friday Harbor","Port Angeles Yacht Club",-0.227307478667168,0.8202,0.9583,"No"
"Silverdale, Dyes Inlet","Williams Olson Park",0.237112690652563,0.8126,0.9583,"No"
"Donkey Creek Delta","Rich Passage",-0.23907229966622,0.811,0.9585,"No"
"Kitsap St Boat Launch","Penn Cove Reference",-0.227314645584275,0.8202,0.9587,"No"
"Eld Inlet","Thea Foss Waterway",-0.2263907758661,0.8209,0.9588,"No"
"Commencement Bay, Dick Gilmur Launch","Donkey Creek Delta",0.225355036570617,0.8217,0.9589,"No"
"Filucy Bay","Salmon Bay, Commodore Park",0.23907229966622,0.811,0.959,"No"
"Salmon Bay, Commodore Park","Squaxin Island",-0.227314645584275,0.8202,0.9591,"No"
"Chuckanut, Clark's Point","Kopachuck State Park",-0.225355036570617,0.8217,0.9593,"No"
"Blair Waterway","Chuckanut, Clark's Point",0.22339542755696,0.8232,0.9599,"No"
"Chuckanut, Clark's Point","Edmonds Marina",-0.22339542755696,0.8232,0.9603,"No"
"Chambers Bay Park","Des Moines Marina",-0.221435818543302,0.8248,0.9604,"No"
"Friday Harbor","South of Skunk Island",0.221020191767087,0.8251,0.9604,"No"
"Filucy Bay","Port Angeles Yacht Club",0.220388796457714,0.8256,0.9606,"No"
"Commencement Bay, Dick Gilmur Launch","Everett Harbor",0.221435818543302,0.8248,0.9608,"No"
"Miller Creek","Minter Bay",-0.217516600515987,0.8278,0.9608,"No"
"Eld Inlet","Penn Cove Reference",0.217516600515987,0.8278,0.9612,"No"
"Chuckanut, Clark's Point","Salmon Beach",0.221435818543302,0.8248,0.9612,"No"
"Jamestown","Minter Bay",-0.216095508215032,0.8289,0.9616,"No"
"Penrose Point State Park","Reach Island",-0.217516600515987,0.8278,0.9616,"No"
"Elliott Bay, Harbor Island, Pier 17","Port Angeles Yacht Club",-0.215379960174584,0.8295,0.9619,"No"
"Penrose Point State Park","Tulalip Reservation",-0.217516600515987,0.8278,0.962,"No"
"Manchester, Stormwater Outfall","Williams Olson Park",0.217516600515987,0.8278,0.9624,"No"
"Cap Sante","Thea Foss Waterway",0.217715216936925,0.8277,0.9626,"No"
"Commencement Bay Skookum","Penrose Point State Park",0.213597382488672,0.8309,0.9627,"No"
"Rich Passage","Salmon Bay, Commodore Park",0.213597382488672,0.8309,0.9631,"No"
"Rocky Point","Salmon Beach",0.211637773475015,0.8324,0.9637,"No"
"Shilshole Bay","Suquamish, Stormwater Outfall",-0.211637773475015,0.8324,0.9641,"No"
"Mukilteo","Penrose Point State Park",0.209678164461357,0.8339,0.965,"No"
"Everett Harbor","Minter Bay",-0.201839728406727,0.84,0.9653,"No"
"Blair Waterway","Purdy, Dexters",0.201839728406727,0.84,0.9657,"No"
"Commencement Bay Skookum","Madrona Pont",0.199880119393069,0.8416,0.9658,"No"
"Kopachuck State Park","Purdy, Dexters",0.203799337420385,0.8385,0.9659,"No"
"Edmonds Marina","Purdy, Dexters",0.201839728406727,0.84,0.9661,"No"
"Elliot Bay Myrtle Edwards","Raft Island Park",-0.200364099078574,0.8412,0.9662,"No"
"Commencement Bay, Dick Gilmur Launch","Salmon Bay, Commodore Park",0.199880119393069,0.8416,0.9662,"No"
"Port Angeles Yacht Club","Squaxin Island",-0.207508931729666,0.8356,0.9662,"No"
"Madrona Pont","Reach Island",-0.203799337420385,0.8385,0.9663,"No"
"Elliott Bay, Harbor Island, Pier 17","South of Skunk Island",0.2077185554477,0.8354,0.9664,"No"
"Kopachuck State Park","Salmon Bay, Commodore Park",-0.201839728406727,0.84,0.9665,"No"
"Elliot Bay Myrtle Edwards","Minter Bay",0.206560926885128,0.8364,0.9666,"No"
"Jamestown","Kopachuck State Park",0.202500095446536,0.8395,0.9667,"No"
"Blair Waterway","Salmon Bay, Commodore Park",-0.203799337420385,0.8385,0.9667,"No"
"Raft Island Park","Three Tree Point",0.197920510379412,0.8431,0.9668,"No"
"Penn Cove Reference","Suquamish, Stormwater Outfall",0.201839728406727,0.84,0.9669,"No"
"Donkey Creek Delta","Minter Bay",-0.205758946434042,0.837,0.967,"No"
"Blair Waterway","Jamestown",-0.204646739567877,0.8378,0.9671,"No"
"Edmonds Marina","Salmon Bay, Commodore Park",-0.203799337420385,0.8385,0.9671,"No"
"Skiff Point","Williams Olson Park",-0.197920510379412,0.8431,0.9672,"No"
